symbol,side,entry_time,entry_price,exit_time,exit_price,reason,pnl,label
BTC/USDT,SHORT,2025-07-15 06:50:00,116881.9,2025-07-15 11:50:00,116999.2,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.0010035771150195447,0
BTC/USDT,SHORT,2025-07-15 06:55:00,117051.0,2025-07-15 11:55:00,117110.4,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.000507471102339956,0
BTC/USDT,LONG,2025-07-15 07:00:00,117210.1,2025-07-15 12:00:00,117193.5,NON_IDEAL_LONG_LOSS_OR_FLAT,-0.00014162602028328463,0
BTC/USDT,LONG,2025-07-15 07:05:00,117076.9,2025-07-15 12:05:00,117023.2,NON_IDEAL_LONG_LOSS_OR_FLAT,-0.0004586728893573121,0
BTC/USDT,SHORT,2025-07-15 07:10:00,117002.6,2025-07-15 12:10:00,117077.4,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.0006393020326043041,0
BTC/USDT,SHORT,2025-07-15 07:15:00,116954.6,2025-07-15 12:15:00,116972.3,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.0001513407766774209,0
BTC/USDT,LONG,2025-07-15 07:20:00,117037.4,2025-07-15 12:20:00,116950.0,NON_IDEAL_LONG_LOSS_OR_FLAT,-0.0007467698359669147,0
BTC/USDT,LONG,2025-07-15 07:25:00,116955.6,2025-07-15 12:25:00,116899.8,NON_IDEAL_LONG_LOSS_OR_FLAT,-0.0004771041318244095,0
BTC/USDT,SHORT,2025-07-15 07:30:00,116856.5,2025-07-15 12:30:00,117392.0,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.004582543546999953,0
BTC/USDT,SHORT,2025-07-15 07:35:00,116704.5,2025-07-15 12:35:00,116916.8,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.001819124369668718,0
BTC/USDT,LONG,2025-07-15 07:40:00,116731.8,2025-07-15 12:40:00,116508.3,NON_IDEAL_LONG_LOSS_OR_FLAT,-0.0019146453665582128,0
BTC/USDT,SHORT,2025-07-15 07:45:00,116546.9,2025-07-15 12:45:00,116881.0,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.0028666571140030825,0
BTC/USDT,SHORT,2025-07-15 07:50:00,116840.1,2025-07-15 12:50:00,117169.4,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.002818381702857053,0
BTC/USDT,SHORT,2025-07-15 07:55:00,116777.1,2025-07-15 12:55:00,117193.1,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.0035623422742986424,0
BTC/USDT,SHORT,2025-07-15 08:00:00,116666.2,2025-07-15 13:00:00,117332.3,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.005709451409234258,0
BTC/USDT,SHORT,2025-07-15 08:05:00,116831.6,2025-07-15 13:05:00,117843.4,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.0086603281988776,0
BTC/USDT,LONG,2025-07-15 08:10:00,116785.0,2025-07-15 13:10:00,118029.8,IDEAL_PROFIT_LONG,0.011617930384895345,1
BTC/USDT,SHORT,2025-07-15 08:10:00,116785.0,2025-07-15 13:10:00,118029.8,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.010658903112557289,0
BTC/USDT,LONG,2025-07-15 08:15:00,116630.4,2025-07-15 13:15:00,117756.7,IDEAL_PROFIT_LONG,0.012958885504979908,1
BTC/USDT,SHORT,2025-07-15 08:15:00,116630.4,2025-07-15 13:15:00,117756.7,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.009657001948034157,0
BTC/USDT,LONG,2025-07-15 08:20:00,116761.0,2025-07-15 13:20:00,117570.0,IDEAL_PROFIT_LONG,0.011825866513647561,1
BTC/USDT,SHORT,2025-07-15 08:20:00,116761.0,2025-07-15 13:20:00,117570.0,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.006928683378867944,0
BTC/USDT,LONG,2025-07-15 08:25:00,116830.4,2025-07-15 13:25:00,117679.6,IDEAL_PROFIT_LONG,0.011224818198003335,1
BTC/USDT,SHORT,2025-07-15 08:25:00,116830.4,2025-07-15 13:25:00,117679.6,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.007268656103206115,0
BTC/USDT,LONG,2025-07-15 08:30:00,116795.4,2025-07-15 13:30:00,118018.1,IDEAL_PROFIT_LONG,0.011527851268115086,1
BTC/USDT,SHORT,2025-07-15 08:30:00,116795.4,2025-07-15 13:30:00,118018.1,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.010468734213847563,0
BTC/USDT,LONG,2025-07-15 08:35:00,116820.0,2025-07-15 13:35:00,117637.4,IDEAL_PROFIT_LONG,0.01131484334874168,1
BTC/USDT,SHORT,2025-07-15 08:35:00,116820.0,2025-07-15 13:35:00,117637.4,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.006997089539462371,0
BTC/USDT,LONG,2025-07-15 08:40:00,116823.0,2025-07-15 13:40:00,118267.9,IDEAL_PROFIT_LONG,0.014353337955710801,1
BTC/USDT,SHORT,2025-07-15 08:40:00,116823.0,2025-07-15 13:40:00,118267.9,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.012368283642775773,0
BTC/USDT,LONG,2025-07-15 08:45:00,116807.7,2025-07-15 13:45:00,118234.5,IDEAL_PROFIT_LONG,0.014486202536305448,1
BTC/USDT,SHORT,2025-07-15 08:45:00,116807.7,2025-07-15 13:45:00,118234.5,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.012214948158383419,0
BTC/USDT,LONG,2025-07-15 08:50:00,116750.1,2025-07-15 13:50:00,118023.5,IDEAL_PROFIT_LONG,0.014986710932153351,1
BTC/USDT,SHORT,2025-07-15 08:50:00,116750.1,2025-07-15 13:50:00,118023.5,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.010907057038923256,0
BTC/USDT,LONG,2025-07-15 08:55:00,116766.5,2025-07-15 13:55:00,118067.7,IDEAL_PROFIT_LONG,0.01484415478754611,1
BTC/USDT,SHORT,2025-07-15 08:55:00,116766.5,2025-07-15 13:55:00,118067.7,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.011143607113341558,0
BTC/USDT,LONG,2025-07-15 09:00:00,116852.0,2025-07-15 14:00:00,118015.2,IDEAL_PROFIT_LONG,0.014101598603361541,1
BTC/USDT,SHORT,2025-07-15 09:00:00,116852.0,2025-07-15 14:00:00,118015.2,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.009954472323965333,0
BTC/USDT,LONG,2025-07-15 09:05:00,117031.5,2025-07-15 14:05:00,118332.6,IDEAL_PROFIT_LONG,0.012546194827888242,1
BTC/USDT,SHORT,2025-07-15 09:05:00,117031.5,2025-07-15 14:05:00,118332.6,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.011117519642147676,0
BTC/USDT,LONG,2025-07-15 09:10:00,117119.2,2025-07-15 14:10:00,118363.7,IDEAL_PROFIT_LONG,0.011787990355125427,1
BTC/USDT,SHORT,2025-07-15 09:10:00,117119.2,2025-07-15 14:10:00,118363.7,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.010625926406601139,0
BTC/USDT,LONG,2025-07-15 09:15:00,116983.6,2025-07-15 14:15:00,117911.1,IDEAL_PROFIT_LONG,0.012960791085246112,1
BTC/USDT,SHORT,2025-07-15 09:15:00,116983.6,2025-07-15 14:15:00,117911.1,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.007928461767290458,0
BTC/USDT,LONG,2025-07-15 09:20:00,116919.3,2025-07-15 14:20:00,117735.4,IDEAL_PROFIT_LONG,0.013517870873328869,1
BTC/USDT,SHORT,2025-07-15 09:20:00,116919.3,2025-07-15 14:20:00,117735.4,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.006980028104855154,0
BTC/USDT,LONG,2025-07-15 09:25:00,116950.4,2025-07-15 14:25:00,117541.8,IDEAL_PROFIT_LONG,0.013248351437874593,1
BTC/USDT,SHORT,2025-07-15 09:25:00,116950.4,2025-07-15 14:25:00,117541.8,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.005056844611048861,0
BTC/USDT,LONG,2025-07-15 09:30:00,116998.0,2025-07-15 14:30:00,117294.2,IDEAL_PROFIT_LONG,0.01283611685669843,1
BTC/USDT,SHORT,2025-07-15 09:30:00,116998.0,2025-07-15 14:30:00,117294.2,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.0025316672079864363,0
BTC/USDT,LONG,2025-07-15 09:35:00,117011.9,2025-07-15 14:35:00,117032.2,IDEAL_PROFIT_LONG,0.012715800700612578,1
BTC/USDT,SHORT,2025-07-15 09:35:00,117011.9,2025-07-15 14:35:00,117032.2,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.00017348662828313113,0
BTC/USDT,LONG,2025-07-15 09:40:00,116834.3,2025-07-15 14:40:00,116960.1,IDEAL_PROFIT_LONG,0.014255231554432217,1
BTC/USDT,SHORT,2025-07-15 09:40:00,116834.3,2025-07-15 14:40:00,116960.1,NON_IDEAL_SHORT_LOSS_OR_FLAT,-0.00107673859474489,0
BTC/USDT,LONG,2025-07-15 09:45:00,116917.6,2025-07-15 14:45:00,116862.4,IDEAL_PROFIT_LONG,0.01353260758003925,1
BTC/USDT,LONG,2025-07-15 09:50:00,116899.0,2025-07-15 14:50:00,116064.9,IDEAL_PROFIT_LONG,0.013693872488216349,1
BTC/USDT,LONG,2025-07-15 09:55:00,116764.9,2025-07-15 14:55:00,115979.6,IDEAL_PROFIT_LONG,0.014858060941258964,1
BTC/USDT,LONG,2025-07-15 10:00:00,116810.0,2025-07-15 15:00:00,116080.0,IDEAL_PROFIT_LONG,0.014466227206574804,1
BTC/USDT,LONG,2025-07-15 10:05:00,116832.8,2025-07-15 15:05:00,116114.9,IDEAL_PROFIT_LONG,0.01426825343567902,1
BTC/USDT,LONG,2025-07-15 10:10:00,116728.2,2025-07-15 15:10:00,116118.5,IDEAL_PROFIT_LONG,0.015177138000928703,1
BTC/USDT,LONG,2025-07-15 10:15:00,116855.5,2025-07-15 15:15:00,116293.9,IDEAL_PROFIT_LONG,0.014071224717706936,1
BTC/USDT,SHORT,2025-07-15 10:15:00,116855.5,2025-07-15 15:15:00,116293.9,IDEAL_PROFIT_SHORT,0.0100756917731728,1
BTC/USDT,LONG,2025-07-15 10:20:00,117010.4,2025-07-15 15:20:00,115931.6,IDEAL_PROFIT_LONG,0.01272878308252949,1
BTC/USDT,SHORT,2025-07-15 10:20:00,117010.4,2025-07-15 15:20:00,115931.6,IDEAL_PROFIT_SHORT,0.011386167383411973,1
BTC/USDT,LONG,2025-07-15 10:25:00,117023.0,2025-07-15 15:25:00,116243.0,IDEAL_PROFIT_LONG,0.012619741418353682,1
BTC/USDT,SHORT,2025-07-15 10:25:00,117023.0,2025-07-15 15:25:00,116243.0,IDEAL_PROFIT_SHORT,0.011492612563342199,1
BTC/USDT,LONG,2025-07-15 10:30:00,117049.5,2025-07-15 15:30:00,116251.1,IDEAL_PROFIT_LONG,0.01239048436772479,1
BTC/USDT,SHORT,2025-07-15 10:30:00,117049.5,2025-07-15 15:30:00,116251.1,IDEAL_PROFIT_SHORT,0.011716410578430444,1
BTC/USDT,LONG,2025-07-15 10:35:00,117018.8,2025-07-15 15:35:00,116399.0,IDEAL_PROFIT_LONG,0.01265608603062072,1
BTC/USDT,SHORT,2025-07-15 10:35:00,117018.8,2025-07-15 15:35:00,116399.0,IDEAL_PROFIT_SHORT,0.011457133383695587,1
BTC/USDT,LONG,2025-07-15 10:40:00,117165.0,2025-07-15 15:40:00,116262.7,IDEAL_PROFIT_LONG,0.011392480689625766,1
BTC/USDT,SHORT,2025-07-15 10:40:00,117165.0,2025-07-15 15:40:00,116262.7,IDEAL_PROFIT_SHORT,0.012690649938121404,1
BTC/USDT,LONG,2025-07-15 10:45:00,117131.2,2025-07-15 15:45:00,116574.7,IDEAL_PROFIT_LONG,0.011684333465379044,1
BTC/USDT,SHORT,2025-07-15 10:45:00,117131.2,2025-07-15 15:45:00,116574.7,IDEAL_PROFIT_SHORT,0.012405746718209933,1
BTC/USDT,LONG,2025-07-15 10:50:00,117090.2,2025-07-15 15:50:00,116568.2,IDEAL_PROFIT_LONG,0.012038582221227787,1
BTC/USDT,SHORT,2025-07-15 10:50:00,117090.2,2025-07-15 15:50:00,116568.2,IDEAL_PROFIT_SHORT,0.012059933282204584,1
BTC/USDT,LONG,2025-07-15 10:55:00,117055.0,2025-07-15 15:55:00,116393.0,IDEAL_PROFIT_LONG,0.012342915723377925,1
BTC/USDT,SHORT,2025-07-15 10:55:00,117055.0,2025-07-15 15:55:00,116393.0,IDEAL_PROFIT_SHORT,0.011762846525137706,1
BTC/USDT,LONG,2025-07-15 11:00:00,117099.3,2025-07-15 16:00:00,116706.1,IDEAL_PROFIT_LONG,0.011959934858705388,1
BTC/USDT,SHORT,2025-07-15 11:00:00,117099.3,2025-07-15 16:00:00,116706.1,IDEAL_PROFIT_SHORT,0.012136707905171056,1
BTC/USDT,LONG,2025-07-15 11:05:00,116961.5,2025-07-15 16:05:00,117100.0,IDEAL_PROFIT_LONG,0.013152191105620251,1
